comment,offensive,type
"""

 First, we've widely established the use of Exile quotations presented as such is legitimate.  Second, I'm not Mark Ames.  This has been autheticated by numerous admins and users at Wikipedia who have personally met me.  Third, you cite the paragraph on Spy magazine as your primary example of POV and """"creative facts"""".  What precisely is the """"creative fact"""" in that paragraph?  That the eXile admired Spy magazine?  That Spy magazine employed a team of lawyers to defend against spurious lawsuits?  That Spy Magazine went bankrupt?  All claims in that paragraph are verifiably true.   """,False,non_offensive
The good thing is that you didn't call me mf. lol:,False,non_offensive
"OK, let me correct myself.  Technically, it had three main spans and a number of approach spans; what I was thinking of as the main span is the central main span over the river; I was thinking of the outer main spans as being approach spans.  Easy mistake to make; the central main span is the largest one.",False,non_offensive
"""

 Do you know what vandalism is? 

My comments, as you, in bold:

24.243.187.152 has committed a mild amount of vandalism on The Andy Milonakis Show. It appears that he was attempting to make a joke, but after other users have reverted him, I left him a vandalism warning. He has only made one vandalistic edit since then. 

""""I haven't actually read the article, and I don't understand the edit, and I don't know what the vandalism is, but I'm sure it's there.""""

Even if I'm mistaken in my judgement as to it being vandalism, he has also violated 3RR on the article. It appears he has also made several personal attacks, even after his final warning.[137][138][139][140] Many of his attacks seem to be the reposting of a single attack that has been removed. Wildnox(talk) 

""""So it's not so much that he's done multiple things as one single thing. But I'm simple enough that this distinction escapes me.  """,False,non_offensive
"The number of sarbs in Macedonia,Albania and Germany is not correct,because they do not reflect the results of official censuses.
http://www.instat.gov.al/media/177354/main_results__population_and_housing_census_2011.pdf
https://www.destatis.de/DE/Publikationen/Thematisch/Bevoelkerung/MigrationIntegration/AuslaendBevoelkerung2010200117004.pdf?__blob=publicationFile
http://www.stat.gov.mk/Publikacii/Mak_Brojki_2012_A.pdf
Also The total population does not match with the e sum of the referenced populationsbelow in the infobox.",False,non_offensive
"Regarding this article 

Respected Sir/Madam,
                     I have corrected [when] from this to this when. Please include his height 5 ft 9 in (1.75m) or (175cm). I will give the reliable link where I have found this information. The link is  http://www.lightscamerabollywood.com/bollywood-heroes-heights/.",False,non_offensive
yeah after few days some jews will say nasser al-kharafi is jew lol!,True,identity_hate
"Don't vandalize 

again.",False,non_offensive
"""
 I'm got that one watchlisted.   (Talk) """,False,non_offensive
"First off, you should not be posting comments in the middle of someone else's comments. It disrupts the flow of who is saying what and may be thought of as vandalism.
No you have a biased idea that the be all and end all of baseball cards is those of the United States, which again reflects the almost defalult bias of Wikipedia to be American centred. I spent a lot of time in the UK and my mother is a Mancunian, so I am ever aware of this bias. I am not angry at you, but I am pointing out a fundamental flaw of the article, it is not written in a global context and it is not written for someone who knows little to nothing about baseball cards. 

Of the top of my head, here is what needs to be done
 Have more people giving input on article content, perferably some non-Americans
 Internationalize the article.
 Split off the history of American baseball cards into a Baseball cards in the United States article and have a brief summary of it on the baseball card page

 Return the representative type photo showing various examples. (done)
 Make sure the article is written layman's terms.",False,non_offensive
"""

 My New Stories 

Hi! I am S-man, and I have recently created a series of books which can be read on a subpage I created. Just go to User:S-man/Stuffed Animal Stories to read it, or if you want to join the fan club, go to User:S-man/Stuffed Animal Stories/Fan Club. If you do join the fan club or you like the series, you can choose to add this userbox to your page 

  this user is a member of the .

Thanks!  """,False,non_offensive
"Addendum: I fixed your editnotice to this page, which someone hacked, so you should ask for it to be protected.",False,non_offensive
"Everyone has his own views. Here, on the talk page, in some of my posts I adapted to the level of discussion presented by the users I responded to. And then, the statement could include a POV. But in the Article, in the section I created, there are only pure facts, no POV. Regards,",False,non_offensive
